% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
4.3375,13.151,0.088731,3.8,0.8733255655574474-0.08497086973119664j           ,0.230082408
4.3375,13.151,0.088731,3.9,0.8291432447832975-0.32489355305869577j           ,0.206965659
4.3375,13.151,0.088731,4,0.7189509285882326-0.5467995834250499j            ,0.184119778
4.3375,13.151,0.088731,4.1,0.5495585459607663-0.7322251231771493j            ,0.161831774
4.3375,13.151,0.088731,4.2,0.3330665836931239-0.8652783950314927j            ,0.14035995
4.3375,13.151,0.088731,4.3,0.08585773085402405-0.9341786259482515j           ,0.119938745
4.3375,13.151,0.088731,4.4,-0.17284738168754818-0.9323850791059092j          ,0.100781847
4.3375,13.151,0.088731,4.5,-0.42270493669693193-0.8592080702715915j          ,0.083082028
4.3375,13.151,0.088731,4.6,-0.6440526084613468-0.7198562810389548j           ,0.067003172
4.3375,13.151,0.088731,4.7,-0.8196250649146677-0.524924859144779j            ,0.052668645
4.3375,13.151,0.088731,4.8,-0.9360046373079642-0.28938540802464907j          ,0.040151405
4.3375,13.151,0.088731,4.9,-0.9846598121938326-0.03120056818842891j          ,0.029471579
4.3375,13.151,0.088731,5,-0.9624842131222843+0.23026561674207727j          ,0.020601885
4.1542,11.239,0.40265,0.1,-0.9612682300488505+0.2513910503262198j           ,0.01276593
4.1542,11.239,0.40265,0.2,-0.8528009394918034+0.47409518350466223j          ,0.047964315
4.1542,11.239,0.40265,0.3,-0.6937051359063586+0.648638198991359j            ,0.098041671
4.1542,11.239,0.40265,0.4,-0.5060020920075685+0.7676949401316702j           ,0.154606362
4.1542,11.239,0.40265,0.5,-0.30818858421533796+0.8329831645718454j          ,0.211158844
4.1542,11.239,0.40265,0.6,-0.11324723572115243+0.8504568110024852j          ,0.263898276
4.1542,11.239,0.40265,0.7,0.07040001567627174+0.8269194593210666j           ,0.311248046
4.1542,11.239,0.40265,0.8,0.23715210268031123+0.7685861404323586j           ,0.353034225
4.1542,11.239,0.40265,0.9,0.38284166170125056+0.6809031193259732j           ,0.389803204
4.1542,11.239,0.40265,1,0.503953624332572+0.5688895838124659j             ,0.422395386
4.1542,11.239,0.40265,1.1,0.5973363106381272+0.43758173638500536j           ,0.451711556
4.1542,11.239,0.40265,1.2,0.6602237734258886+0.29238811054802694j           ,0.478613762
4.1542,11.239,0.40265,1.3,0.6904361424234035+0.1393109593173954j            ,0.50389039
4.1542,11.239,0.40265,1.4,0.686674707503306-0.01497467452507159j            ,0.528253605
4.1542,11.239,0.40265,1.5,0.6488618913596255-0.16317786458418793j           ,0.55235123
4.1542,11.239,0.40265,1.6,0.5785001125685979-0.29759381471834273j           ,0.576775541
4.1542,11.239,0.40265,1.7,0.47901333361056386-0.41046057773262024j          ,0.60206834
4.1542,11.239,0.40265,1.8,0.356028288380272-0.49450197267056717j            ,0.628711657
4.1542,11.239,0.40265,1.9,0.21751355292230953-0.5436815168231217j           ,0.657098263
4.1542,11.239,0.40265,2,0.0736446252877194-0.5541665946042242j            ,0.687475855
4.1542,11.239,0.40265,2.1,-0.06378785746770127-0.5254227656441497j          ,0.719862027
4.1542,11.239,0.40265,2.2,-0.1826174505926102-0.4612080199905543j           ,0.753938029
4.1542,11.239,0.40265,2.3,-0.2722606206576754-0.37003314168885976j          ,0.788949628
4.1542,11.239,0.40265,2.4,-0.3261379189076663-0.2645098167633487j           ,0.823668615
4.1542,11.239,0.40265,2.5,-0.3437861051515759-0.159160513381684j            ,0.856479045
4.1542,11.239,0.40265,2.6,-0.33150615648947923-0.06690286492366065j         ,0.885627675
4.1542,11.239,0.40265,2.7,-0.30065051159323275+0.004592712940010257j        ,0.909588177
4.1542,11.239,0.40265,2.8,-0.26378639997492176+0.05491263034348731j         ,0.927401338
4.1542,11.239,0.40265,2.9,-0.2303264690376919+0.0901003687855373j           ,0.938831641
4.1542,11.239,0.40265,3,-0.20364186249071245+0.11940215984299146j         ,0.944273116
4.1542,11.239,0.40265,3.1,-0.18074703490677493+0.15118539498411018j         ,0.944473486
4.1542,11.239,0.40265,3.2,-0.1542290410152198+0.18973694828244914j          ,0.940213293
4.1542,11.239,0.40265,3.3,-0.11526261004149513+0.23379741624348138j         ,0.932053299
4.1542,11.239,0.40265,3.4,-0.05660497884736715+0.27677153491297174j         ,0.920193394
4.1542,11.239,0.40265,3.5,0.025052298260936808+0.3081225423725972j          ,0.904432881
4.1542,11.239,0.40265,3.6,0.12757619828417135+0.3154677292438169j           ,0.884204425
4.1542,11.239,0.40265,3.7,0.2427599140096382+0.28706555869145495j           ,0.858660989
4.1542,11.239,0.40265,3.8,0.3566258401229674+0.21449386398707346j           ,0.826810392
4.1542,11.239,0.40265,3.9,0.4508033389361115+0.09528260538589334j           ,0.787697575
4.1542,11.239,0.40265,4,0.5051250247140058-0.06492741436569473j           ,0.74063314
4.1542,11.239,0.40265,4.1,0.5013779738933958-0.25135063198111146j           ,0.685442987
4.1542,11.239,0.40265,4.2,0.42769630079668375-0.4408886729839678j           ,0.622693052
4.1542,11.239,0.40265,4.3,0.2825391100341342-0.6052832425459663j            ,0.553803848
4.1542,11.239,0.40265,4.4,0.0768464018433127-0.7163103930274834j            ,0.480994051
4.1542,11.239,0.40265,4.5,-0.16674377633345486-0.7517763304012233j          ,0.407028862
4.1542,11.239,0.40265,4.6,-0.41775036419516903-0.7004697727673985j          ,0.334826731
4.1542,11.239,0.40265,4.7,-0.6436845212624521-0.5644649839478473j           ,0.267049519
4.1542,11.239,0.40265,4.8,-0.816012902123746-0.3582336264151114j            ,0.205791612
4.1542,11.239,0.40265,4.9,-0.9146098404994591-0.1052243090148754j           ,0.152416684
4.1542,11.239,0.40265,5,-0.9298597921360009+0.1667527829802613j           ,0.107554276
5.9627,10.474,0.28119,0.1,-0.96212864528617+0.25176685433980783j            ,0.010921921
5.9627,10.474,0.28119,0.2,-0.8552410126820477+0.4766664774330404j           ,0.04135188
5.9627,10.474,0.28119,0.3,-0.6964088429135215+0.6554149139203644j           ,0.085446014
5.9627,10.474,0.28119,0.4,-0.5062975573926485+0.779287974092561j            ,0.136373037
5.9627,10.474,0.28119,0.5,-0.30344728420249384+0.8482251175619713j          ,0.188433896
5.9627,10.474,0.28119,0.6,-0.10186648646262275+0.8670102539858444j          ,0.237916438
5.9627,10.474,0.28119,0.7,0.08874381435089672+0.8421248758937429j           ,0.282950229
5.9627,10.474,0.28119,0.8,0.2617294037455018+0.7800888694340521j            ,0.322959075
5.9627,10.474,0.28119,0.9,0.4122618578322035+0.6869651296048309j            ,0.358119071
5.9627,10.474,0.28119,1,0.5365440129041076+0.5684609044694905j            ,0.388972722
5.9627,10.474,0.28119,1.1,0.6314369726639997+0.4302248246618488j            ,0.41619395
5.9627,10.474,0.28119,1.2,0.6943919939462951+0.2781221390840834j            ,0.440467834
5.9627,10.474,0.28119,1.3,0.7235620743863465+0.11841094986900046j           ,0.462436771
5.9627,10.474,0.28119,1.4,0.7180080263790416-0.042203253573531545j          ,0.482683359
5.9627,10.474,0.28119,1.5,0.6779387209865653-0.19662974181574802j           ,0.501735835
5.9627,10.474,0.28119,1.6,0.6049568227521117-0.3375700087953517j            ,0.520073732
5.9627,10.474,0.28119,1.7,0.5022711850554707-0.4578001733270633j            ,0.538142658
5.9627,10.474,0.28119,1.8,0.37485570036889493-0.550563457952755j            ,0.556363083
5.9627,10.474,0.28119,1.9,0.2295140116441622-0.6100735118803927j            ,0.575133629
5.9627,10.474,0.28119,2,0.07479543700302116-0.6321252705138243j           ,0.594823285
5.9627,10.474,0.28119,2.1,-0.0793165094598001-0.6147869363163145j           ,0.615745914
5.9627,10.474,0.28119,2.2,-0.22204203202526762-0.5590944360828127j          ,0.638110748
5.9627,10.474,0.28119,2.3,-0.3428543927220277-0.46958290127919294j          ,0.661942764
5.9627,10.474,0.28119,2.4,-0.4329488362775336-0.35436933450343017j          ,0.68697768
5.9627,10.474,0.28119,2.5,-0.4868997609068596-0.22444078789755428j          ,0.712554956
5.9627,10.474,0.28119,2.6,-0.5039742699236489-0.09190104694907536j          ,0.737564133
5.9627,10.474,0.28119,2.7,-0.48829131047841673+0.03258553107646371j         ,0.760509779
5.9627,10.474,0.28119,2.8,-0.44724911651925714+0.1422315101688294j          ,0.779738425
5.9627,10.474,0.28119,2.9,-0.3885280851432948+0.23508446349273435j          ,0.793781222
5.9627,10.474,0.28119,3,-0.3170965677338912+0.31268943781729736j          ,0.801675082
5.9627,10.474,0.28119,3.1,-0.23395027261472337+0.3770359133152298j          ,0.80311119
5.9627,10.474,0.28119,3.2,-0.13730636536759358+0.4275338730023239j          ,0.798361749
5.9627,10.474,0.28119,3.3,-0.02546831349259225+0.45966126870914253j         ,0.788062883
5.9627,10.474,0.28119,3.4,0.10020175145498122+0.4658102044170496j           ,0.772980462
5.9627,10.474,0.28119,3.5,0.2335188552723487+0.43775786760557306j           ,0.753836994
5.9627,10.474,0.28119,3.6,0.36350060395835376+0.36967182861912257j          ,0.73121005
5.9627,10.474,0.28119,3.7,0.47606260288232116+0.2605722219814872j           ,0.705466515
5.9627,10.474,0.28119,3.8,0.5567595048803275+0.11545263617864601j           ,0.676689543
5.9627,10.474,0.28119,3.9,0.5935895947812421-0.05526903347778569j           ,0.644596727
5.9627,10.474,0.28119,4,0.5788276098027684-0.23759560254993295j           ,0.608506928
5.9627,10.474,0.28119,4.1,0.5093744074921212-0.41602785893196587j           ,0.567458534
5.9627,10.474,0.28119,4.2,0.38616178195728346-0.5747451427313583j           ,0.520547099
5.9627,10.474,0.28119,4.3,0.21391926109275666-0.6977172306437577j           ,0.467429216
5.9627,10.474,0.28119,4.4,0.0021536881970693304-0.7689013872629016j         ,0.408786018
5.9627,10.474,0.28119,4.5,-0.23332832100499773-0.7739805021144569j          ,0.346512077
5.9627,10.474,0.28119,4.6,-0.4701749289152377-0.703875961709767j            ,0.283494167
5.9627,10.474,0.28119,4.7,-0.6819133993981362-0.5585431425469574j           ,0.223023674
5.9627,10.474,0.28119,4.8,-0.8427507657585622-0.348849167864523j            ,0.168075405
5.9627,10.474,0.28119,4.9,-0.9328373919606069-0.09528050051485677j          ,0.120736026
5.9627,10.474,0.28119,5,-0.9418260703868956+0.17597903202785803j          ,0.081995033
5.0766,11.942,0.23504,0.1,-0.9630126762397851+0.25217405213200517j          ,0.009014833
5.0766,11.942,0.23504,0.2,-0.8576919932424418+0.4794808937670296j           ,0.034462517
5.0766,11.942,0.23504,0.3,-0.698794000396746+0.6629125837751151j            ,0.072233851
5.0766,11.942,0.23504,0.4,-0.5052342477252171+0.7921351620610695j           ,0.11726024
5.0766,11.942,0.23504,0.5,-0.295382259950378+0.8647395687515931j            ,0.164974799
5.0766,11.942,0.23504,0.6,-0.08448113255204727+0.8836145965474617j          ,0.212088183
5.0766,11.942,0.23504,0.7,0.11584050250885236+0.8543374936056285j           ,0.256688425
5.0766,11.942,0.23504,0.8,0.29693061120617015+0.7834915068842396j           ,0.297973271
5.0766,11.942,0.23504,0.9,0.45223145407954074+0.6779333189419132j           ,0.335893127
5.0766,11.942,0.23504,1,0.5766078554383209+0.5446755484598571j            ,0.370851928
5.0766,11.942,0.23504,1.1,0.6660213107744554+0.39104999537658314j           ,0.403495515
5.0766,11.942,0.23504,1.2,0.7175131969918653+0.2249199923526419j            ,0.434585809
5.0766,11.942,0.23504,1.3,0.7294333668664815+0.054809587823240656j          ,0.464922872
5.0766,11.942,0.23504,1.4,0.7018406210561389-0.11014194855364656j           ,0.495288494
5.0766,11.942,0.23504,1.5,0.6369976471167987-0.26048292143184415j           ,0.526382645
5.0766,11.942,0.23504,1.6,0.5398398921474391-0.38709236099388233j           ,0.558732395
5.0766,11.942,0.23504,1.7,0.4182161150770098-0.482231028307616j             ,0.592548516
5.0766,11.942,0.23504,1.8,0.282575053936014-0.5409255843293416j             ,0.627550851
5.0766,11.942,0.23504,1.9,0.1447576691168182-0.5623499520939667j            ,0.662807749
5.0766,11.942,0.23504,2,0.015800169637085974-0.5504962472660728j          ,0.696704236
5.0766,11.942,0.23504,2.1,-0.09668829088799108-0.5133129642169286j          ,0.727161175
5.0766,11.942,0.23504,2.2,-0.19027088632956907-0.46007752040520994j         ,0.752125665
5.0766,11.942,0.23504,2.3,-0.26726522883656945-0.3980138971268872j          ,0.770154235
5.0766,11.942,0.23504,2.4,-0.3321082764089494-0.33002512170477255j          ,0.780787512
5.0766,11.942,0.23504,2.5,-0.38800047588660624-0.25481207021400665j         ,0.78452644
5.0766,11.942,0.23504,2.6,-0.4346777269114909-0.1690324027876863j           ,0.782483321
5.0766,11.942,0.23504,2.7,-0.46813017318715505-0.0700537100808433j          ,0.775946619
5.0766,11.942,0.23504,2.8,-0.48185642244085725+0.04197213260357484j         ,0.766052728
5.0766,11.942,0.23504,2.9,-0.4687656813582734+0.16319197892070872j          ,0.753627114
5.0766,11.942,0.23504,3,-0.4230321705531349+0.28615065482671587j          ,0.739161585
5.0766,11.942,0.23504,3.1,-0.34157992703323464+0.40057378514955966j         ,0.722863796
5.0766,11.942,0.23504,3.2,-0.22511336646557345+0.4945599277081112j          ,0.70473445
5.0766,11.942,0.23504,3.3,-0.07868938758666333+0.5560238844063612j          ,0.68464542
5.0766,11.942,0.23504,3.4,0.08819339577836434+0.5742929127525329j           ,0.662409575
5.0766,11.942,0.23504,3.5,0.262045114307412+0.5417478700576283j             ,0.637841603
5.0766,11.942,0.23504,3.6,0.42644459993995376+0.45534859449215426j          ,0.610802661
5.0766,11.942,0.23504,3.7,0.5637200053250575+0.3177906912481655j            ,0.581228832
5.0766,11.942,0.23504,3.8,0.6571313407672994+0.1379939152494275j            ,0.54913608
5.0766,11.942,0.23504,3.9,0.6932497058226191-0.06934298898815484j           ,0.514596395
5.0766,11.942,0.23504,4,0.6640497498655604-0.28520315787825584j           ,0.477697088
5.0766,11.942,0.23504,4.1,0.5682078115643973-0.48849405949527863j           ,0.438513437
5.0766,11.942,0.23504,4.2,0.4113375411931229-0.6585272094800761j            ,0.397143342
5.0766,11.942,0.23504,4.3,0.20533874257084103-0.7771803509552994j           ,0.353826703
5.0766,11.942,0.23504,4.4,-0.03268519730663433-0.8305608095206191j          ,0.30910042
5.0766,11.942,0.23504,4.5,-0.2817205356371212-0.8104103103291284j           ,0.263868669
5.0766,11.942,0.23504,4.6,-0.5185908294197783-0.7153704045146635j           ,0.219308736
5.0766,11.942,0.23504,4.7,-0.7203817349946464-0.5517040078751714j           ,0.176672844
5.0766,11.942,0.23504,4.8,-0.8671959710716322-0.3329365982545792j           ,0.137124369
5.0766,11.942,0.23504,4.9,-0.9445555097658843-0.07835703222504548j          ,0.101675064
5.0766,11.942,0.23504,5,-0.9450018102829029+0.18923621079619743j          ,0.071161235
4.3444,11.661,0.17981,0.1,-0.9643619760245244+0.25273253087793834j          ,0.006132247
4.3444,11.661,0.17981,0.2,-0.8617050537382573+0.4834486035999434j           ,0.023741848
4.3444,11.661,0.17981,0.3,-0.7036313376217286+0.6739254183839076j           ,0.050727471
4.3444,11.661,0.17981,0.4,-0.5062205577449969+0.8120535140072266j           ,0.084309837
4.3444,11.661,0.17981,0.5,-0.28686186584287926+0.8921794665190308j          ,0.121726069
4.3444,11.661,0.17981,0.6,-0.0619233272559358+0.9140245865876387j           ,0.160724557
4.3444,11.661,0.17981,0.7,0.15439141441942592+0.8811264627360951j           ,0.199779448
4.3444,11.661,0.17981,0.8,0.3502779760778942+0.7995125896744768j            ,0.238084958
4.3444,11.661,0.17981,0.9,0.5161410267339174+0.6768787883476305j            ,0.275433546
4.3444,11.661,0.17981,1,0.6443776314732369+0.5222256671616279j            ,0.312057821
4.3444,11.661,0.17981,1.1,0.7293689093837001+0.3457623071300551j            ,0.348469421
4.3444,11.661,0.17981,1.2,0.7677707374628278+0.15884048145439764j           ,0.385297796
4.3444,11.661,0.17981,1.3,0.7590799498136542-0.02632819732693602j           ,0.423104456
4.3444,11.661,0.17981,1.4,0.7063088974916475-0.1974210388327218j            ,0.462152675
4.3444,11.661,0.17981,1.5,0.6163969862460842-0.3433829052134466j            ,0.502142936
4.3444,11.661,0.17981,1.6,0.4997929083795611-0.4563039189836718j            ,0.541993782
4.3444,11.661,0.17981,1.7,0.36872500786542906-0.5331181006132147j           ,0.579826959
4.3444,11.661,0.17981,1.8,0.234344528644154-0.5760053329332071j             ,0.613300498
4.3444,11.661,0.17981,1.9,0.10400134951135916-0.5906939513098801j           ,0.640264375
4.3444,11.661,0.17981,2,-0.01966727258376409-0.5832544476054615j          ,0.659427448
4.3444,11.661,0.17981,2.1,-0.13720842545267792-0.5572302059747851j          ,0.670668346
4.3444,11.661,0.17981,2.2,-0.24950025221582997-0.5127298139165478j          ,0.674857762
4.3444,11.661,0.17981,2.3,-0.35536293270181185-0.44757609877379545j         ,0.673392822
4.3444,11.661,0.17981,2.4,-0.45065010534146754-0.3594144253172721j          ,0.667735753
4.3444,11.661,0.17981,2.5,-0.5287275545587763-0.24762537716121008j          ,0.659128846
4.3444,11.661,0.17981,2.6,-0.5817210661208969-0.11449310504057049j          ,0.64849193
4.3444,11.661,0.17981,2.7,-0.6019804760707776+0.034410451179293026j         ,0.636435427
4.3444,11.661,0.17981,2.8,-0.5834379192765676+0.1904527497925212j           ,0.623327944
4.3444,11.661,0.17981,2.9,-0.5227341885211452+0.3426020360108854j           ,0.609372813
4.3444,11.661,0.17981,3,-0.42006034562628+0.4784134146878694j             ,0.594669911
4.3444,11.661,0.17981,3.1,-0.2796574921327961+0.5852583483895786j           ,0.579264353
4.3444,11.661,0.17981,3.2,-0.10990351280297186+0.6517278802194515j          ,0.563171988
4.3444,11.661,0.17981,3.3,0.07709999211891205+0.6690835895056797j           ,0.546382741
4.3444,11.661,0.17981,3.4,0.26649841446243355+0.632565161727411j            ,0.528839911
4.3444,11.661,0.17981,3.5,0.44217674131007567+0.5422949173118916j           ,0.510395952
4.3444,11.661,0.17981,3.6,0.5885749893105834+0.4035119360779927j            ,0.490757599
4.3444,11.661,0.17981,3.7,0.692440669983304+0.22599804247392044j            ,0.469450803
4.3444,11.661,0.17981,3.8,0.7440610695687988+0.022849551121700677j          ,0.445851023
4.3444,11.661,0.17981,3.9,0.7377326211659494-0.1909221106347425j            ,0.419299327
4.3444,11.661,0.17981,4,0.6716735151125749-0.39946021414278204j           ,0.389286226
4.3444,11.661,0.17981,4.1,0.5478992217209943-0.586661322695477j             ,0.355634935
4.3444,11.661,0.17981,4.2,0.37244023803416765-0.7366533180366122j           ,0.318630158
4.3444,11.661,0.17981,4.3,0.15583232421830573-0.8346513392898994j           ,0.279073429
4.3444,11.661,0.17981,4.4,-0.08656739417529463-0.8684804850552006j          ,0.238247733
4.3444,11.661,0.17981,4.5,-0.33504627163872747-0.8306557157096517j          ,0.197755078
4.3444,11.661,0.17981,4.6,-0.567244673063196-0.720411532691402j             ,0.159240704
4.3444,11.661,0.17981,4.7,-0.7609926979243113-0.544784554292691j            ,0.124099903
4.3444,11.661,0.17981,4.8,-0.8974959262999754-0.31814118032483285j          ,0.093287252
4.3444,11.661,0.17981,4.9,-0.9638971271035018-0.060257279407422024j         ,0.067271389
4.3444,11.661,0.17981,5,-0.9546174154717524+0.20639781356084938j          ,0.046105533
5.1634,13.663,0.18589,0.1,-0.9633528611431302+0.252348071223159j            ,0.008271716
5.1634,13.663,0.18589,0.2,-0.8585729695748435+0.4806716601686517j           ,0.031807211
5.1634,13.663,0.18589,0.3,-0.6993738689608345+0.6660353270619462j           ,0.067273135
5.1634,13.663,0.18589,0.4,-0.5038702166921221+0.7972765712021829j           ,0.110464874
5.1634,13.663,0.18589,0.5,-0.2904160115932819+0.8707326942742803j           ,0.157483115
5.1634,13.663,0.18589,0.6,-0.07505663876280606+0.8882183308486689j          ,0.205434698
5.1634,13.663,0.18589,0.7,0.1292428799947103+0.8548044441515783j            ,0.25260564
5.1634,13.663,0.18589,0.8,0.31229702265729237+0.7772833280700016j           ,0.298301198
5.1634,13.663,0.18589,0.9,0.4661059585089008+0.6634693845427578j            ,0.342553611
5.1634,13.663,0.18589,1,0.5844706368644891+0.5220857501713145j            ,0.385820544
5.1634,13.663,0.18589,1.1,0.6630375908568819+0.3628820882754297j            ,0.428697743
5.1634,13.663,0.18589,1.2,0.6997940839431301+0.1966134803756996j            ,0.471631379
5.1634,13.663,0.18589,1.3,0.6958375345679029+0.03452041539947275j           ,0.514618466
5.1634,13.663,0.18589,1.4,0.6559742793586785-0.11294561903098944j           ,0.556941032
5.1634,13.663,0.18589,1.5,0.5884507308915212-0.23802838968894957j           ,0.597068223
5.1634,13.663,0.18589,1.6,0.5032504026076453-0.33740522454600325j           ,0.632896747
5.1634,13.663,0.18589,1.7,0.40925649832647304-0.41248836480174067j          ,0.662362467
5.1634,13.663,0.18589,1.8,0.31174613768013715-0.46760095952609276j          ,0.684163688
5.1634,13.663,0.18589,1.9,0.21183962268929468-0.5069042357359927j           ,0.69817207
5.1634,13.663,0.18589,2,0.10814666191403885-0.5319684529308321j           ,0.705313865
5.1634,13.663,0.18589,2.1,-6.898171395195102E-4-0.541212879238884j          ,0.707088143
5.1634,13.663,0.18589,2.2,-0.11405075093583036-0.5309760745011237j          ,0.705056835
5.1634,13.663,0.18589,2.3,-0.22861139013556606-0.4972087175987959j          ,0.700520323
5.1634,13.663,0.18589,2.4,-0.3386095206539775-0.4369691881757761j           ,0.694401521
5.1634,13.663,0.18589,2.5,-0.4366362510334031-0.3494069141083849j           ,0.687263593
5.1634,13.663,0.18589,2.6,-0.5145882579756059-0.23625550194944764j          ,0.679382263
5.1634,13.663,0.18589,2.7,-0.5646053575465814-0.1019613780409129j           ,0.670824668
5.1634,13.663,0.18589,2.8,-0.5799383579073506+0.04644604864063604j          ,0.661514266
5.1634,13.663,0.18589,2.9,-0.5557371154771319+0.19969014906230864j          ,0.651280103
5.1634,13.663,0.18589,3,-0.4897530793830089+0.3467726335868106j           ,0.639890662
5.1634,13.663,0.18589,3.1,-0.3829269911030639+0.4756971020334018j           ,0.627079187
5.1634,13.663,0.18589,3.2,-0.2398070997214858+0.5743944228022573j           ,0.612563602
5.1634,13.663,0.18589,3.3,-0.06871748270464405+0.6318337084375961j          ,0.596064072
5.1634,13.663,0.18589,3.4,0.11841873666229734+0.6392633910365999j           ,0.57731932
5.1634,13.663,0.18589,3.5,0.3066911596126108+0.591472640984141j             ,0.556100648
5.1634,13.663,0.18589,3.6,0.47930262072103114+0.48790132692881644j          ,0.532221293
5.1634,13.663,0.18589,3.7,0.6191276190799077+0.3333754200550258j            ,0.505541821
5.1634,13.663,0.18589,3.8,0.7105682103162895+0.1382520790377318j            ,0.475979181
5.1634,13.663,0.18589,3.9,0.7414320099882524-0.08213461059569023j           ,0.44353248
5.1634,13.663,0.18589,4,0.704548399081359-0.30866955197065465j            ,0.408334661
5.1634,13.663,0.18589,4.1,0.5989505929465768-0.5201360229431968j            ,0.370716705
5.1634,13.663,0.18589,4.2,0.4305419189561674-0.695262463617634j             ,0.331243763
5.1634,13.663,0.18589,4.3,0.21209848485731989-0.815058851732906j            ,0.290693301
5.1634,13.663,0.18589,4.4,-0.0376198871569621-0.8652238342126817j           ,0.249972461
5.1634,13.663,0.18589,4.5,-0.2957397012658568-0.8381583453499278j           ,0.210028617
5.1634,13.663,0.18589,4.6,-0.5378561022964787-0.734106636648882j            ,0.171798259
5.1634,13.663,0.18589,4.7,-0.7408355361917361-0.561226625970701j            ,0.136187383
5.1634,13.663,0.18589,4.8,-0.8854171484491729-0.3346680002490111j           ,0.104033803
5.1634,13.663,0.18589,4.9,-0.9583213474225319-0.07480796066098373j          ,0.076023964
5.1634,13.663,0.18589,5,-0.9535797135961316+0.19516482501307303j          ,0.052596421
4.1957,10.638,0.19144,0.1,-0.9644785278678146+0.25276629758528585j          ,0.005890368
4.1957,10.638,0.19144,0.2,-0.8621058374902617+0.48370586315470865j          ,0.022802163
4.1957,10.638,0.19144,0.3,-0.7043210258531014+0.6747060735458283j           ,0.048703607
4.1957,10.638,0.19144,0.4,-0.5070167693901193+0.8136589210616927j           ,0.080893156
4.1957,10.638,0.19144,0.5,-0.28743018323412195+0.8948310729570155j          ,0.116661241
4.1957,10.638,0.19144,0.6,-0.061826479436338594+0.9178298547467979j         ,0.153765844
4.1957,10.638,0.19144,0.7,0.15566791027172183+0.8860726490602211j           ,0.190642762
4.1957,10.638,0.19144,0.8,0.3533323083998199+0.805450293278874j             ,0.226406105
4.1957,10.638,0.19144,0.9,0.5216739803971447+0.6834614399156498j            ,0.260736718
4.1957,10.638,0.19144,1,0.6531795612389419+0.5287846470472328j            ,0.293743258
4.1957,10.638,0.19144,1.1,0.7422133872559805+0.35113006329748203j           ,0.325826966
4.1957,10.638,0.19144,1.2,0.7851443388443481+0.16117544234414316j           ,0.357570844
4.1957,10.638,0.19144,1.3,0.7806999494526334-0.029585582341359235j          ,0.389632282
4.1957,10.638,0.19144,1.4,0.7304753244763685-0.20925340090989153j           ,0.422618815
4.1957,10.638,0.19144,1.5,0.6394288111739753-0.36634418501612426j           ,0.456922734
4.1957,10.638,0.19144,1.6,0.5160578426269302-0.49109566439934627j           ,0.492509351
4.1957,10.638,0.19144,1.7,0.3718222100967651-0.5771052096292351j            ,0.528697821
4.1957,10.638,0.19144,1.8,0.2194658048436019-0.6227245934061394j            ,0.564048841
4.1957,10.638,0.19144,1.9,0.07041166328132728-0.6312972805459304j           ,0.596505941
4.1957,10.638,0.19144,2,-0.0677236446480754-0.6095514805790972j           ,0.6238605
4.1957,10.638,0.19144,2.1,-0.19200042424449232-0.5645717093217371j          ,0.644394622
4.1957,10.638,0.19144,2.2,-0.30270499053838457-0.5010003675215554j          ,0.65736832
4.1957,10.638,0.19144,2.3,-0.40050559323320434-0.42011517029844064j         ,0.663098513
4.1957,10.638,0.19144,2.4,-0.4840105631199788-0.3210551341454613j           ,0.662657376
4.1957,10.638,0.19144,2.5,-0.5489226795867732-0.20311525059698568j          ,0.657428087
4.1957,10.638,0.19144,2.6,-0.5887761809691936-0.06779554746570696j          ,0.648746372
4.1957,10.638,0.19144,2.7,-0.5965502394491583+0.08009449852077338j          ,0.637712683
4.1957,10.638,0.19144,2.8,-0.5664545742268912+0.2323485946474229j           ,0.625143346
4.1957,10.638,0.19144,2.9,-0.4954424696750157+0.3780495533750437j           ,0.611615294
4.1957,10.638,0.19144,3,-0.3842905352291167+0.5047882556488422j           ,0.597509601
4.1957,10.638,0.19144,3.1,-0.23811173548140746+0.6001914821343584j          ,0.583072986
4.1957,10.638,0.19144,3.2,-0.06626824821090078+0.6535800818251561j          ,0.568441596
4.1957,10.638,0.19144,3.3,0.1183686586417201+0.6575347030857392j            ,0.553636975
4.1957,10.638,0.19144,3.4,0.30077521509221944+0.6090938332086618j           ,0.538538972
4.1957,10.638,0.19144,3.5,0.46557825413245457+0.5103148244160743j           ,0.522815669
4.1957,10.638,0.19144,3.6,0.5989559079072955+0.36795312189682206j           ,0.50586232
4.1957,10.638,0.19144,3.7,0.6901054929552878+0.19228633266148049j           ,0.486780375
4.1957,10.638,0.19144,3.8,0.7317751835797502-0.00449222496243648j           ,0.464484901
4.1957,10.638,0.19144,3.9,0.7198095398323956-0.2095025821882134j            ,0.437982894
4.1957,10.638,0.19144,4,0.6524323726570309-0.4093825401816426j            ,0.406737935
4.1957,10.638,0.19144,4.1,0.5303212731920366-0.5897646092066678j            ,0.370937053
4.1957,10.638,0.19144,4.2,0.35781520745720513-0.7351704890625566j           ,0.331492629
4.1957,10.638,0.19144,4.3,0.14439479215095863-0.8302757806181492j           ,0.289792272
4.1957,10.638,0.19144,4.4,-0.09482432105358396-0.8623381812860595j          ,0.247381209
4.1957,10.638,0.19144,4.5,-0.340122991902965-0.8237524824395802j            ,0.205748198
